Frame,Tipo_objeto,Confianza,ID_Tracking,x1,y1,x2,y2,Matrícula,Confianza_Matrícula,mx1,my1,mx2,my2,Texto_Matrícula
1776,car,0.88,62,933,287,1135,439,1L4,0.00,47,106,99,122,1L4
1777,car,0.84,62,926,289,1132,442,153543,0.37,47,106,102,122,153543
1778,car,0.86,62,917,288,1130,444,IESEGN,0.03,48,108,104,125,IESEGN
1779,car,0.85,62,908,287,1127,447,H535,0.57,49,112,106,129,H535
1780,car,0.87,62,898,288,1124,452,JBSJ6J,0.26,49,114,106,130,JBSJ6J
1781,car,0.85,62,887,287,1119,456,ISH,0.13,52,117,110,134,ISH
1782,car,0.87,62,877,288,1113,460,1B54,0.19,53,117,114,137,1B54
1783,car,0.87,62,868,286,1110,463,3352J1,0.36,51,122,113,141,3352J1
1784,car,0.90,62,856,287,1105,467,JB53517,0.07,52,123,117,143,JB53517
1785,car,0.89,62,843,285,1101,471,18536,0.36,55,127,120,147,18536
1786,car,0.90,62,830,285,1097,475,H353611,0.23,56,130,123,150,H353611
1787,car,0.92,62,816,284,1092,480,8536L,0.19,54,135,127,154,8536L
1788,car,0.90,62,802,284,1087,486,HBS3531,0.05,59,137,130,158,HBS3531
1789,car,0.88,62,788,285,1082,490,153671,0.88,58,140,132,161,153671
1790,car,0.88,62,772,283,1076,495,1353671,0.22,58,146,135,168,1353671
1791,car,0.89,62,755,282,1071,499,43526X,0.39,61,151,138,174,43526X
1792,car,0.87,62,736,279,1066,508,1853678,0.14,62,158,144,182,1853678
1793,car,0.92,62,716,279,1061,514,1525LTL,0.08,64,163,148,188,1525LTL
1794,car,0.93,62,696,277,1054,520,IE3KJ,0.02,66,169,151,196,IE3KJ
1795,car,0.92,62,676,276,1047,529,123250XJ,0.52,65,176,153,203,123250XJ
1796,car,0.92,62,651,275,1041,535,1E3364KI,0.08,67,182,159,210,1E3364KI
1797,car,0.92,62,625,272,1033,541,I3ZE0YJ,0.10,67,191,164,221,I3ZE0YJ
1798,car,0.91,62,597,270,1025,551,83250XJ,0.67,69,199,169,229,83250XJ
1799,car,0.93,62,568,268,1017,561,23233,0.17,70,208,173,238,23233
1800,car,0.92,62,533,269,1008,570,132307,0.47,73,214,180,247,132307
1801,car,0.91,62,498,269,998,582,LJ,0.29,72,222,186,255,LJ
1802,car,0.92,62,458,266,989,595,E227,0.10,72,235,192,268,E227
1803,car,0.90,62,416,262,979,610,2333071,0.27,73,249,196,286,2333071
1805,car,0.92,62,316,258,952,641,2161,0.23,72,276,207,320,2161
1808,car,0.93,62,120,247,911,709,2330,0.41,55,337,220,393,2330
1809,car,0.93,62,33,246,898,739,34,0.61,50,361,225,421,34
1898,car,0.76,69,1023,280,1182,406,II,0.08,41,91,83,104,II
1899,car,0.75,69,1017,278,1182,408,E,0.03,47,94,87,108,E
1900,car,0.69,69,1015,277,1178,408,FM,0.05,34,95,85,109,FM
1902,car,0.71,69,1002,278,1174,413,ZF,0.27,30,98,86,111,ZF
1904,car,0.69,69,989,276,1174,418,HD,0.29,42,100,91,116,HD
1905,car,0.58,69,981,275,1175,421,2L,0.27,43,105,92,119,2L
1905,car,0.90,71,1624,324,1919,522,12223,0.28,230,123,295,142,12223
1906,car,0.85,69,972,273,1173,424,E,0.99,52,109,95,123,E
1907,car,0.81,69,965,271,1171,426,RA4D,0.02,29,112,97,127,RA4D
1907,car,0.90,71,1603,325,1919,514,2612433,0.12,208,114,274,131,2612433
1908,car,0.80,69,956,270,1171,429,E,0.25,50,115,99,131,E
1908,car,0.90,71,1591,325,1913,509,1283,0.11,202,111,264,127,1283
1909,car,0.87,69,947,269,1168,431,LS,0.72,51,118,101,134,LS
1909,car,0.91,71,1581,326,1900,504,0532375,0.04,192,107,252,123,0532375
1910,car,0.78,69,939,268,1160,435,IESSB,0.16,52,120,103,137,IESSB
1910,car,0.91,71,1572,326,1882,500,43218,0.81,185,104,242,119,43218
1911,car,0.73,69,929,265,1152,439,EGD,0.17,51,127,105,143,EGD
1911,car,0.92,71,1563,327,1861,495,072375,0.07,176,100,234,115,072375
1912,car,0.77,69,920,262,1148,442,ESSUD,0.13,54,132,107,148,ESSUD
1912,car,0.90,71,1553,327,1840,489,E23,0.30,171,97,227,112,E23
1913,car,0.67,69,909,260,1146,446,E,0.92,56,135,109,154,E
1913,car,0.89,71,1546,328,1822,487,471,0.74,163,94,218,108,471
1914,car,0.74,69,897,259,1139,450,ES,0.95,57,140,113,158,ES
1914,car,0.89,71,1538,324,1805,484,02D,0.13,155,95,210,109,02D
1915,car,0.72,69,885,258,1134,456,XSSL,0.12,57,145,115,162,XSSL
1915,car,0.87,71,1531,325,1788,479,123Z,0.04,148,91,202,105,123Z
1916,car,0.75,69,872,258,1131,460,ESS4B,0.44,54,148,118,165,ESS4B
1916,car,0.88,71,1523,326,1772,476,4AJ,0.37,143,89,195,102,4AJ
1917,car,0.67,69,857,257,1128,465,ESSL,0.60,64,152,123,170,ESSL
1917,car,0.88,71,1516,326,1756,473,HTA,0.04,138,87,189,99,HTA
1918,car,0.76,69,843,255,1126,471,ES5L3,0.11,64,157,125,175,ES5L3
1918,car,0.89,71,1510,328,1741,469,RJEST,0.04,133,82,182,95,RJEST
1919,car,0.69,69,826,253,1117,475,ESLR,0.21,67,162,130,181,ESLR
1919,car,0.85,71,1502,326,1726,466,455,0.12,129,82,177,94,455
1920,car,0.85,69,807,251,1109,482,E5354,0.24,70,169,135,187,E5354
1920,car,0.85,71,1495,325,1713,462,E3,0.16,125,81,173,93,E3
1921,car,0.81,69,792,248,1102,486,E35413,0.54,65,175,137,194,E35413
1921,car,0.84,71,1487,324,1702,459,031533,0.19,125,80,169,93,031533
1922,car,0.92,69,775,248,1098,493,E354,0.43,66,180,139,200,E354
1922,car,0.87,71,1481,323,1690,457,R5,0.18,122,79,163,92,R5
1923,car,0.85,69,753,246,1093,501,E33SLFE,0.24,70,187,143,207,E33SLFE
1923,car,0.86,71,1476,322,1680,455,1,0.42,114,79,158,91,1
1924,car,0.82,69,731,243,1088,510,ESS3LTB,0.27,71,194,149,216,ESS3LTB
1924,car,0.86,71,1471,320,1668,451,4A33,0.30,109,81,153,92,4A33
1925,car,0.83,69,706,241,1079,517,E35513,0.39,73,203,154,227,E35513
1925,car,0.86,71,1465,320,1657,447,LE,0.05,107,78,150,90,LE
1926,car,0.81,69,680,236,1071,529,E3348,0.29,74,214,158,240,E3348
1926,car,0.88,71,1462,320,1647,446,1JZ,0.01,102,77,143,88,1JZ
1928,car,0.85,71,1451,320,1628,439,ME,0.06,96,74,137,85,ME
1929,car,0.85,71,1445,323,1619,435,ES,0.07,94,70,135,80,ES
1930,car,0.90,71,1441,324,1609,434,K3,0.14,91,66,131,77,K3
1932,car,0.88,69,451,213,1017,603,3,0.99,88,291,200,325,3
1932,car,0.88,71,1431,323,1593,431,402,0.08,88,63,126,75,402
1933,car,0.87,71,1432,325,1585,430,EET,0.02,81,61,118,70,EET
1934,car,0.90,69,331,201,992,642,135,0.04,88,328,217,371,135
1934,car,0.87,71,1423,323,1578,428,07Z7,0.18,82,61,120,71,07Z7
1935,car,0.88,71,1418,322,1571,426,V2153,0.03,81,61,118,71,V2153
1936,car,0.85,71,1416,322,1564,424,L42,0.40,77,59,114,70,L42
1937,car,0.85,71,1412,323,1558,422,LD,0.08,76,58,112,68,LD
1938,car,0.83,71,1408,323,1553,420,L3,0.01,76,57,109,67,L3
1941,car,0.85,71,1396,322,1534,417,14,0.03,70,55,104,65,14
2080,car,0.89,72,1041,298,1169,398,2R,0.06,39,63,71,73,2R
2081,car,0.80,72,1037,298,1169,400,VE4,0.04,41,64,74,74,VE4
2084,car,0.82,72,1028,296,1165,404,109F,0.14,41,69,75,78,109F
2087,car,0.87,72,1016,296,1160,407,1T9T,0.11,44,72,78,81,1T9T
2090,car,0.90,72,1004,295,1157,411,L,0.37,44,74,82,85,L
2091,car,0.86,72,1000,295,1156,412,M,0.34,45,75,92,86,M
2092,car,0.88,72,996,295,1154,414,14,0.11,46,75,84,87,14
2093,car,0.86,72,992,294,1152,415,QJ,0.15,46,77,85,90,QJ
2094,car,0.85,72,988,294,1148,417,I,0.27,45,78,85,90,I
2095,car,0.85,72,983,292,1146,419,DTIZ,0.02,47,81,87,93,DTIZ
2096,car,0.85,72,978,292,1143,420,N,0.15,47,81,87,94,N
2097,car,0.83,72,971,292,1139,422,IA,0.09,51,82,91,95,IA
2098,car,0.84,72,966,292,1139,423,TQD,0.26,50,83,92,96,TQD
2099,car,0.83,72,962,290,1135,427,QZZPD,0.05,50,86,92,99,QZZPD
2100,car,0.79,72,956,290,1135,428,H,0.12,51,87,95,101,H
2101,car,0.73,72,951,288,1135,428,D7Q,0.03,50,90,94,104,D7Q
2102,car,0.74,72,947,288,1132,430,O,0.25,48,91,95,106,O
2103,car,0.79,72,940,287,1131,432,DZOC,0.47,51,94,96,109,DZOC
2104,car,0.77,72,932,287,1130,435,OU,0.61,54,95,100,109,OU
2105,car,0.84,72,926,287,1130,437,404,0.22,54,97,103,112,404
2106,car,0.85,72,919,287,1131,439,4D,0.18,56,99,105,113,4D
2107,car,0.84,72,912,286,1135,442,O,0.03,56,101,107,116,O
2108,car,0.87,72,905,286,1130,445,45,0.04,57,102,110,118,45
2109,car,0.84,72,899,285,1122,448,DODE,0.13,57,105,112,121,DODE
2109,car,0.84,72,899,285,1122,448,IE,0.04,55,104,124,124,IE
2110,car,0.87,72,891,285,1117,451,W,0.83,58,107,109,124,W
2111,car,0.86,72,883,285,1114,453,M,0.44,58,108,114,126,M
2112,car,0.86,72,875,285,1110,457,4F,0.18,58,110,118,127,4F
2113,car,0.82,72,866,284,1107,460,J7,0.46,58,113,116,131,J7
2114,car,0.87,72,855,283,1104,462,NY,0.21,62,116,121,133,NY
2115,car,0.90,72,846,283,1100,465,Q,0.09,60,117,123,135,Q
2116,car,0.89,72,836,284,1096,468,47704,0.25,62,118,124,136,47704
2117,car,0.90,72,827,284,1093,473,477020,0.21,63,120,124,139,477020
2118,car,0.87,72,817,283,1089,476,H,0.19,62,123,127,142,H
2119,car,0.86,72,805,283,1085,481,41Z0JG,0.31,64,125,129,145,41Z0JG
2120,car,0.87,72,794,282,1080,484,427041,0.16,66,130,132,149,427041
2121,car,0.88,72,781,281,1076,489,4N,0.26,68,132,135,153,4N
2122,car,0.89,72,769,280,1073,493,07703,0.24,68,136,138,158,07703
2123,car,0.90,72,756,278,1069,497,W7Z0,0.23,67,140,141,162,W7Z0
2124,car,0.88,72,742,277,1064,502,H7N,0.15,68,145,143,168,H7N
2125,car,0.87,72,728,276,1061,509,J772,0.20,70,149,147,174,J772
2126,car,0.90,72,710,275,1057,513,HZO,0.35,73,153,152,178,HZO
2127,car,0.92,72,694,273,1052,518,4773Y,0.36,75,160,158,183,4773Y
2128,car,0.93,72,678,271,1047,522,43G,0.09,75,165,160,191,43G
2129,car,0.89,72,661,269,1043,528,37703,0.61,76,171,161,196,37703
2130,car,0.90,72,640,269,1037,535,HZ03G,0.60,78,175,166,201,HZ03G
2131,car,0.89,72,621,268,1030,541,477041,0.41,77,179,169,208,477041
2132,car,0.82,72,600,266,1023,549,H7703G,0.24,79,185,175,214,H7703G
2133,car,0.93,72,578,265,1017,556,11770G,0.51,81,191,178,220,11770G
2134,car,0.90,72,553,264,1010,564,F1770JG,0.28,82,196,180,227,F1770JG
2135,car,0.90,72,528,263,1004,573,F7NYC,0.16,82,202,185,235,F7NYC
2136,car,0.91,72,501,263,998,582,F7OXG,0.14,82,208,189,245,F7OXG
2137,car,0.92,72,472,261,991,590,7Z03C,0.10,84,217,193,253,7Z03C
2138,car,0.92,72,441,259,983,601,4ZC,0.12,87,226,198,262,4ZC
2139,car,0.91,72,406,257,973,612,71702YC,0.21,87,234,205,271,71702YC
2140,car,0.93,72,370,255,964,624,4770JYG,0.40,87,246,209,283,4770JYG
2141,car,0.92,72,329,253,955,638,FO3C,0.35,89,256,217,299,FO3C
2142,car,0.92,72,286,250,945,653,1702,0.62,90,269,225,310,1702
2143,car,0.90,72,239,247,935,666,074C,0.18,89,281,227,326,074C
2144,car,0.91,72,191,245,924,684,472,0.25,85,294,232,344,472
2145,car,0.92,72,136,244,913,704,277UE,0.05,84,310,234,360,277UE
2146,car,0.92,72,71,241,900,724,QHAZ,0.03,82,329,240,380,QHAZ
2147,car,0.92,72,15,237,887,747,VQDG,0.05,65,348,236,410,VQDG
2147,car,0.92,72,15,237,887,747,ISXO7,0.01,65,348,236,410,ISXO7
2147,car,0.91,80,1614,318,1919,512,133,0.04,255,81,305,99,133
2148,car,0.93,72,0,234,874,774,WUEWJ,0.03,0,367,175,432,WUEWJ
2148,car,0.91,80,1606,319,1919,510,R9E3,0.03,245,78,310,94,R9E3
2149,car,0.90,80,1596,319,1919,507,13465,0.17,238,74,300,94,13465
2150,car,0.89,80,1588,319,1920,505,423353,0.11,228,73,289,92,423353
2151,car,0.87,80,1581,318,1919,501,23F,0.05,219,73,278,90,23F
2152,car,0.92,80,1573,317,1907,497,132735,0.07,212,72,269,89,132735
2153,car,0.90,80,1566,318,1895,494,ESIL,0.03,204,68,261,88,ESIL
2154,car,0.89,80,1558,318,1877,490,13,0.04,196,67,253,85,13
2155,car,0.90,80,1552,319,1860,487,FAE,0.07,190,65,246,83,FAE
2156,car,0.90,80,1545,320,1844,485,201,0.15,185,63,239,79,201
2157,car,0.88,80,1539,320,1830,481,DJH,0.20,180,62,232,78,DJH
2158,car,0.87,80,1534,320,1815,478,DG,0.10,174,61,224,76,DG
2159,car,0.88,80,1529,319,1802,476,D,0.73,166,61,217,75,D
2160,car,0.87,80,1525,320,1789,473,EEG,0.21,159,59,209,73,EEG
2161,car,0.85,80,1520,319,1776,471,I4,0.21,154,59,203,72,I4
2162,car,0.86,80,1513,319,1764,468,Q2,0.34,150,58,200,70,Q2
2163,car,0.87,80,1508,320,1752,465,M05,0.06,147,56,194,68,M05
2164,car,0.82,80,1502,318,1740,461,D2,0.49,144,56,190,71,D2
2164,car,0.82,80,1502,318,1740,461,111,0.16,131,57,190,70,111
2165,car,0.87,80,1498,319,1730,459,D,0.81,138,55,185,69,D
2166,car,0.85,80,1493,317,1720,457,V4,0.09,135,56,181,69,V4
2167,car,0.85,80,1488,316,1711,454,T,0.07,131,56,178,70,T
2168,car,0.87,80,1483,316,1702,453,,0.18,128,56,174,68,
2169,car,0.85,80,1478,316,1693,451,EBII,0.05,127,54,171,68,EBII
2170,car,0.83,80,1474,317,1685,449,,0.16,123,53,167,66,
2171,car,0.84,80,1473,315,1677,448,DA,0.27,117,55,160,67,DA
2172,car,0.85,80,1468,316,1668,445,2EE,0.03,116,52,157,65,2EE
2173,car,0.83,80,1466,317,1660,443,D,0.71,112,51,152,63,D
2174,car,0.81,80,1468,318,1651,442,WE,0.21,102,48,143,60,WE
2175,car,0.81,80,1462,316,1645,439,FJES,0.05,103,49,142,61,FJES
2176,car,0.90,80,1457,317,1638,437,YJAI,0.04,98,47,141,59,YJAI
2177,car,0.90,80,1453,317,1631,435,YE,0.04,100,47,139,57,YE
2178,car,0.87,80,1447,318,1626,432,TG,0.23,88,44,138,55,TG
2179,car,0.89,80,1444,318,1618,430,MAAE,0.05,78,44,136,55,MAAE
2180,car,0.82,80,1451,320,1610,429,WE,0.14,85,41,123,51,WE
2181,car,0.87,80,1439,319,1604,427,D,0.46,89,41,129,52,D
2182,car,0.91,80,1433,319,1598,426,PI,0.02,92,41,130,51,PI
2183,car,0.89,80,1429,319,1594,425,IDHA,0.07,88,40,129,51,IDHA
2184,car,0.88,80,1426,319,1588,423,WW,0.07,87,40,127,49,WW
2184,car,0.88,80,1426,319,1588,423,3TMIEE,0.08,76,40,126,50,3TMIEE
2185,car,0.84,80,1428,320,1581,422,W5,0.03,82,38,119,49,W5
2190,car,0.90,80,1416,317,1560,416,TM,0.05,71,39,108,49,TM
2191,car,0.87,80,1411,317,1557,414,3WIDY,0.10,61,39,109,49,3WIDY
2192,car,0.89,80,1410,317,1552,413,7A4,0.15,58,38,106,48,7A4
2193,car,0.89,80,1405,317,1548,410,THT,0.14,64,37,107,47,THT
2194,car,0.90,80,1401,317,1543,410,HO,0.06,65,37,107,47,HO
2195,car,0.90,80,1397,317,1538,409,TQ6V,0.02,61,36,107,46,TQ6V
2202,car,0.79,80,1388,317,1509,405,V,0.11,57,33,93,42,V
2329,car,0.87,81,866,301,1060,432,Q4,0.01,41,85,101,101,Q4
2330,car,0.89,81,857,300,1056,437,DBMTT,0.03,42,87,104,102,DBMTT
2332,car,0.88,81,838,299,1047,443,EHZTE,0.04,45,93,109,108,EHZTE
2335,car,0.91,81,806,299,1034,453,DJ5,0.03,45,98,116,115,DJ5
2337,car,0.87,81,781,298,1024,461,20F,0.14,46,104,106,121,20F
2338,car,0.89,81,769,297,1019,463,E,0.16,47,106,109,125,E
2339,car,0.90,81,755,295,1012,467,480387LZ,0.09,48,111,125,128,480387LZ
2340,car,0.91,81,742,296,1007,472,J80937,0.42,49,112,113,131,J80937
2341,car,0.91,81,725,296,1000,475,B342,0.14,52,115,116,135,B342
2342,car,0.91,81,709,296,994,481,JB093E,0.15,52,119,121,138,JB093E
2343,car,0.91,81,693,295,986,486,B33,0.41,50,123,121,143,B33
2344,car,0.90,81,676,294,979,491,J,0.27,50,127,123,149,J
2345,car,0.90,81,657,294,972,495,J80932WC,0.14,51,131,127,154,J80932WC
2346,car,0.90,81,637,293,963,503,BG33XL,0.34,53,135,130,159,BG33XL
2347,car,0.92,81,615,293,954,509,80333F,0.10,53,141,137,164,80333F
2348,car,0.92,81,591,293,945,515,347L,0.20,53,144,138,169,347L
2349,car,0.92,81,567,293,937,521,48033371,0.17,50,150,145,174,48033371
2350,car,0.92,81,541,291,927,528,J80933P,0.21,53,158,147,182,J80933P
2351,car,0.92,81,514,290,916,537,893UXE,0.17,51,163,152,189,893UXE
2352,car,0.93,81,482,291,905,544,R3EE,0.06,51,166,156,194,R3EE
2353,car,0.93,81,448,289,892,554,K023,0.43,50,176,176,204,K023
2354,car,0.92,81,412,288,880,563,0133,0.51,52,183,173,213,0133
2355,car,0.92,81,371,287,866,576,13337Q,0.14,51,191,169,223,13337Q
2356,car,0.94,81,329,285,851,589,1337,0.35,47,200,163,234,1337
2358,car,0.94,81,225,284,819,616,4G,0.04,47,223,174,260,4G
2459,car,0.89,84,1495,334,1911,530,585720,0.35,290,80,355,98,585720
2461,car,0.90,84,1483,332,1872,521,CC373C,0.46,258,77,323,94,CC373C
2462,car,0.89,84,1479,332,1849,516,Z3L,0.20,244,73,308,90,Z3L
2463,car,0.90,84,1475,331,1826,509,35738,0.13,230,72,293,88,35738
2464,car,0.89,84,1469,331,1805,506,230,0.24,221,71,282,86,230
2465,car,0.91,84,1465,330,1785,500,85730,0.25,210,68,267,84,85730
2466,car,0.90,84,1461,330,1768,495,G8570,0.14,195,66,254,82,G8570
2468,car,0.90,84,1452,329,1737,488,6357704,0.17,178,62,235,79,6357704
2469,car,0.85,84,1450,329,1722,486,6577C,0.13,164,61,224,75,6577C
2470,car,0.87,84,1448,330,1708,484,CS73C,0.53,158,58,213,72,CS73C
2471,car,0.85,84,1444,329,1697,479,0C,0.12,153,58,206,71,0C
2472,car,0.86,84,1442,326,1686,476,0,0.12,129,59,198,74,0
2472,car,0.86,84,1442,326,1686,476,557738,0.17,129,59,198,74,557738
2473,car,0.84,84,1438,325,1675,474,0S5,0.10,123,59,192,73,0S5
2474,car,0.86,84,1436,326,1664,470,170,0.18,130,57,185,70,170
2475,car,0.85,84,1436,326,1655,467,03370,0.45,126,56,176,69,03370
2476,car,0.88,84,1435,326,1648,465,C3570,0.08,118,55,169,68,C3570
2477,car,0.86,84,1435,326,1639,462,C33367,0.17,112,53,161,66,C33367
2478,car,0.86,84,1432,326,1631,460,C37S,0.07,105,52,157,65,C37S
2479,car,0.85,84,1432,325,1626,458,C47O,0.06,103,52,150,66,C47O
2480,car,0.84,84,1431,326,1619,454,68521,0.17,95,51,145,64,68521
2481,car,0.86,84,1432,326,1614,452,IC32,0.07,86,50,139,62,IC32
2482,car,0.86,84,1429,324,1609,448,C378,0.26,90,51,137,64,C378
2483,car,0.87,84,1429,324,1601,446,C3,0.43,83,51,132,63,C3
2484,car,0.86,84,1429,325,1597,444,E8E,0.06,83,49,128,62,E8E
2485,car,0.88,84,1428,325,1593,443,E7L,0.14,78,48,124,60,E7L
2486,car,0.87,84,1428,325,1588,440,E3,0.46,74,48,120,60,E3
2487,car,0.91,84,1427,325,1584,439,R6,0.08,74,47,118,58,R6
2488,car,0.91,84,1427,325,1581,438,3ZS,0.07,70,46,114,57,3ZS
2489,car,0.91,84,1426,327,1578,436,C3N,0.04,70,43,112,55,C3N
2490,car,0.91,84,1424,327,1574,435,L33S7,0.07,68,42,117,53,L33S7
2492,car,0.87,84,1421,324,1565,430,841,0.12,68,43,106,54,841
2494,car,0.88,84,1418,325,1560,427,EE,0.07,65,41,104,52,EE
2495,car,0.87,84,1417,326,1558,427,E4U,0.11,64,39,103,50,E4U
2502,car,0.88,86,1620,323,1919,508,LSE,0.14,252,76,299,98,LSE
2503,car,0.90,86,1611,322,1919,506,447,0.13,242,74,308,98,447
2504,car,0.89,84,1407,322,1535,414,8217,0.58,58,39,96,49,8217
2504,car,0.90,86,1600,323,1919,505,4Q5,0.41,234,73,310,94,4Q5
2505,car,0.88,86,1591,323,1919,503,49062,0.30,225,70,300,92,49062
2508,car,0.91,86,1567,323,1884,491,4AIGEZ,0.03,202,66,274,86,4AIGEZ
2509,car,0.89,86,1561,323,1868,489,VIG,0.14,194,63,265,85,VIG
2510,car,0.89,86,1553,324,1851,487,DTOER,0.05,187,61,257,80,DTOER
2511,car,0.89,86,1545,325,1834,483,LET,0.02,171,59,251,78,LET
2512,car,0.85,86,1539,325,1818,479,LEOCET,0.02,174,58,242,77,LEOCET
2513,car,0.80,84,1394,323,1509,406,LL,0.13,56,33,86,43,LL
2513,car,0.82,86,1534,324,1805,477,J3,0.24,151,58,236,76,J3
2513,car,0.82,86,1534,324,1805,477,IOGEZ,0.03,151,58,236,76,IOGEZ
2514,car,0.76,86,1529,322,1792,475,14TGZ,0.10,157,58,227,77,14TGZ
2515,car,0.86,86,1523,322,1782,473,QIT,0.03,158,57,223,75,QIT
2517,car,0.84,86,1511,324,1754,467,QQ022,0.01,144,52,209,69,QQ022
2518,car,0.79,86,1503,325,1743,463,SDUTZ,0.03,138,50,207,67,SDUTZ
2519,car,0.78,86,1501,324,1731,460,L4T,0.30,139,51,200,68,L4T
2520,car,0.82,86,1497,322,1720,457,IHOGES,0.02,136,53,193,68,IHOGES
2521,car,0.86,86,1493,323,1713,455,JHOQLE,0.15,124,52,189,67,JHOQLE
2522,car,0.83,86,1486,320,1703,454,LHSFS,0.03,117,54,187,69,LHSFS
2523,car,0.81,86,1482,320,1695,452,14OT,0.14,121,53,183,68,14OT
2524,car,0.80,86,1478,320,1684,450,WTCZ,0.01,120,53,177,68,WTCZ
2525,car,0.75,86,1476,321,1677,449,FSL,0.05,114,50,173,65,FSL
2526,car,0.77,86,1472,321,1670,448,BIXOE,0.08,110,50,169,63,BIXOE
2527,car,0.81,86,1468,319,1659,444,4IG5,0.04,108,51,165,66,4IG5
2529,car,0.83,86,1477,323,1646,441,1VIIIE,0.03,86,45,143,58,1VIIIE
2533,car,0.86,86,1454,322,1621,432,1JJGA,0.26,79,42,140,54,1JJGA
2539,car,0.90,86,1429,322,1588,425,44JD,0.10,78,38,130,50,44JD
2541,car,0.88,86,1427,321,1577,423,S1VTZ5,0.03,75,38,123,49,S1VTZ5
2561,car,0.86,83,1228,318,1335,400,TEDX,0.10,38,63,69,70,TEDX
2565,car,0.89,83,1229,318,1340,402,17,0.29,38,65,70,74,17
2566,car,0.87,83,1228,318,1341,403,156,0.37,37,66,71,75,156
2567,car,0.86,83,1228,318,1341,404,4F07,0.06,38,67,71,76,4F07
2568,car,0.85,83,1228,318,1341,405,US,0.09,38,68,72,76,US
2571,car,0.87,83,1227,319,1344,409,I7T,0.05,38,69,73,77,I7T
2572,car,0.87,83,1226,319,1346,410,HEJLYA,0.04,40,70,76,79,HEJLYA
2574,car,0.87,83,1224,319,1349,412,51T,0.02,42,71,79,81,51T
2575,car,0.85,83,1224,320,1349,413,L5,0.06,42,71,79,80,L5
2576,car,0.86,83,1223,319,1350,414,W8D3,0.04,42,73,80,82,W8D3
2577,car,0.85,83,1222,319,1351,415,00ZI,0.01,45,74,82,83,00ZI
2578,car,0.82,83,1222,318,1351,416,IRI,0.17,45,76,82,86,IRI
2579,car,0.87,83,1221,318,1352,418,137,0.13,45,77,84,86,137
2580,car,0.85,83,1220,317,1354,419,J,0.05,46,79,85,89,J
2581,car,0.87,83,1219,317,1356,420,I6,0.22,47,80,87,90,I6
2582,car,0.86,83,1217,317,1356,422,I2,0.02,47,81,89,91,I2
2583,car,0.84,83,1217,317,1358,423,II,0.15,48,81,90,92,II
2584,car,0.86,83,1216,316,1358,424,4LE,0.22,47,84,91,95,4LE
2585,car,0.87,83,1215,316,1359,426,4,0.98,48,85,93,96,4
2586,car,0.91,83,1215,316,1361,427,JS,0.08,50,86,94,98,JS
2587,car,0.90,83,1215,316,1362,428,JPHET,0.14,50,88,95,99,JPHET
2588,car,0.92,83,1214,317,1364,429,4447,0.38,51,88,97,100,4447
2589,car,0.91,83,1214,316,1365,430,4SID,0.21,51,90,97,102,4SID
2590,car,0.92,83,1214,316,1367,431,DEAET,0.04,53,91,99,104,DEAET
2591,car,0.93,83,1213,316,1367,433,JIEXT,0.13,52,93,100,104,JIEXT
2592,car,0.92,83,1212,316,1368,434,WESIE,0.13,52,94,101,106,WESIE
2593,car,0.93,83,1212,316,1369,435,JIEESE,0.08,53,96,102,109,JIEESE
2594,car,0.89,83,1213,316,1372,436,LVE55T2,0.22,54,97,103,110,LVE55T2
2595,car,0.85,83,1212,316,1375,437,0S354E7,0.20,56,98,105,112,0S354E7
2596,car,0.82,83,1211,316,1376,440,I0SHTE,0.02,57,100,106,114,I0SHTE
2597,car,0.83,83,1209,316,1379,444,M35E,0.19,58,101,110,115,M35E
2598,car,0.84,83,1209,316,1380,447,IISTER,0.19,60,103,111,115,IISTER
2599,car,0.85,83,1208,316,1382,449,IEE5EED,0.19,61,105,113,119,IEE5EED
2600,car,0.83,83,1208,316,1385,450,J0563I9,0.19,61,107,115,120,J0563I9
2601,car,0.84,83,1208,316,1387,451,OIESIER,0.14,62,108,116,122,OIESIER
2602,car,0.85,83,1206,316,1390,453,I19650E2,0.41,62,110,119,125,I19650E2
2603,car,0.85,83,1205,316,1394,455,W965763,0.32,65,112,123,126,W965763
2604,car,0.86,83,1204,316,1396,458,J1S6SKER,0.20,67,114,125,129,J1S6SKER
2605,car,0.85,83,1205,316,1398,462,J355KBB,0.22,66,117,126,131,J355KBB
2606,car,0.85,83,1205,316,1401,465,JLSESKBP,0.11,69,119,129,133,JLSESKBP
2607,car,0.85,83,1204,316,1406,469,096SK88,0.16,73,121,133,137,096SK88
2608,car,0.85,83,1205,316,1409,472,V96SBP,0.19,73,124,134,140,V96SBP
2609,car,0.85,83,1204,316,1414,474,MIES1KBP,0.07,80,127,137,144,MIES1KBP
2610,car,0.87,83,1204,316,1418,477,1B6SKB2,0.10,82,129,142,147,1B6SKB2
2611,car,0.86,83,1203,316,1423,481,MWI65XB2,0.09,81,132,147,150,MWI65XB2
2612,car,0.86,83,1203,315,1428,486,44965K83,0.13,84,137,152,154,44965K83
2613,car,0.87,83,1206,314,1434,491,EA965XEE,0.07,84,140,153,160,EA965XEE
2614,car,0.88,83,1207,315,1439,492,M965K8,0.32,89,143,156,162,M965K8
2615,car,0.86,83,1208,315,1446,496,VL965KBR,0.09,91,146,161,165,VL965KBR
